universe,signal_ts,trading_day,side,limit_price,e2_limit,stop45,tp1,tp2,filled,cancel_reason,fill_ts,A_pnl,A_e2,A_exits,A_xts,B_pnl,B_e2,B_exits,B_xts,C_pnl,C_e2,C_exits,C_xts,D_pnl,D_e2,D_exits,D_xts
p3,2023-01-26T14:00:00.000Z,2023-01-26,buy,14633.5,14609.38,14585.25,14703,14705.5,true,,2023-01-26T14:56:32.000Z,492.50,0,T1:4@14703.00|T2:3@14705.50|L:3@14633.00,2023-01-26T15:54:15.000Z,282.50,0,T1:2@14703.00|T2:2@14705.50|L:1@14633.00,2023-01-26T15:54:15.000Z,234.25,0,T1:2@14703.00|T2:2@14705.50|S:1@14584.75,2023-01-26T15:58:01.000Z,347.75,0,T1:4@14703.00|T2:3@14705.50|S:3@14584.75,2023-01-26T15:58:01.000Z
p5,2023-01-26T14:45:00.000Z,2023-01-26,sell,14733.5,14754.75,14776,14664.5,14661.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2023-01-26T15:00:00.000Z,2023-01-26,sell,14679.5,14688.13,14696.75,14644,14643,true,,2023-01-26T15:03:48.000Z,250.00,0,T1:4@14644.00|T2:3@14643.00|L:3@14680.00,2023-01-26T15:15:46.000Z,143.50,0,T1:2@14644.00|T2:2@14643.00|L:1@14680.00,2023-01-26T15:15:46.000Z,126.25,0,T1:2@14644.00|T2:2@14643.00|S:1@14697.25,2023-01-26T15:16:48.000Z,198.25,0,T1:4@14644.00|T2:3@14643.00|S:3@14697.25,2023-01-26T15:16:48.000Z
p2,2023-01-26T18:15:00.000Z,2023-01-26,buy,14650.25,14636.25,14622.25,14668.5,14671,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2023-01-26T19:30:00.000Z,2023-01-26,buy,14720.25,14713.38,14706.5,14731.75,14734.25,true,,2023-01-26T19:31:18.000Z,86.50,0,T1:4@14731.75|T2:3@14734.25|L:3@14719.75,2023-01-26T19:50:20.000Z,50.50,0,T1:2@14731.75|T2:2@14734.25|L:1@14719.75,2023-01-26T19:50:20.000Z,111.25,0,T1:2@14731.75|T2:2@14734.25|F:1@14780.50,2023-01-26T21:00:00.000Z,268.75,0,T1:4@14731.75|T2:3@14734.25|F:3@14780.50,2023-01-26T21:00:00.000Z
p2,2023-01-26T20:30:00.000Z,2023-01-26,buy,14753,14747.50,14742,14765,14766.75,true,,2023-01-26T20:30:00.000Z,87.75,0,T1:4@14765.00|T2:3@14766.75|L:3@14752.50,2023-01-26T20:37:33.000Z,51.00,0,T1:2@14765.00|T2:2@14766.75|L:1@14752.50,2023-01-26T20:37:33.000Z,40.00,0,T1:2@14765.00|T2:2@14766.75|S:1@14741.50,2023-01-26T20:45:33.000Z,54.75,0,T1:4@14765.00|T2:3@14766.75|S:3@14741.50,2023-01-26T20:45:33.000Z
p1,2023-01-26T21:45:00.000Z,2023-01-26,buy,14669.75,14647.25,14624.75,14750.5,14751.25,false,post_cutoff_emission,,,,,,,,,,,,,,,,,
p5,2023-01-26T23:15:00.000Z,2023-01-27,sell,14791.5,14810.88,14830.25,14704,14702.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2023-01-27T00:15:00.000Z,2023-01-27,sell,14808.75,14831.38,14854,14701.5,14700.25,false,order_ttl_expired,,,,,,,,,,,,,,,,,
p3,2023-01-27T01:15:00.000Z,2023-01-27,sell,14786.75,14804.50,14822.25,14731.25,14700.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2023-01-27T02:00:00.000Z,2023-01-27,buy,14635.75,14609.13,14582.5,14731,14758.5,false,order_ttl_expired,,,,,,,,,,,,,,,,,
p5,2023-01-27T07:00:00.000Z,2023-01-27,sell,14717,14723.25,14729.5,14702.25,14701.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2023-01-27T07:15:00.000Z,2023-01-27,buy,14691.75,14687.38,14683,14712.5,14712.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2023-01-27T07:15:00.000Z,2023-01-27,sell,14701.25,14708.00,14714.75,14690.25,14663.75,true,,2023-01-27T07:16:43.000Z,-140.00,0,S:10@14715.25,2023-01-27T07:52:51.000Z,-106.25,1,E2:5@14708.00|S:10@14715.25,2023-01-27T07:52:51.000Z,-106.25,1,E2:5@14708.00|S:10@14715.25,2023-01-27T07:52:51.000Z,-140.00,0,S:10@14715.25,2023-01-27T07:52:51.000Z
p5,2023-01-27T07:45:00.000Z,2023-01-27,buy,14694.75,14685.63,14676.5,14718.25,14725,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2023-01-27T08:15:00.000Z,2023-01-27,buy,14679,14665.63,14652.25,14708.75,14715.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2023-01-27T08:30:00.000Z,2023-01-27,buy,14645.25,14622.13,14599,14702.25,14710.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2023-01-27T09:15:00.000Z,2023-01-27,buy,14673.5,14662.75,14652,14723.75,14751.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2023-01-27T10:30:00.000Z,2023-01-27,buy,14705.5,14696.50,14687.5,14728.5,14735.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2023-01-27T13:00:00.000Z,2023-01-27,sell,14730.75,14741.63,14752.5,14707,14701.25,true,,2023-01-27T13:29:57.000Z,-222.50,0,S:10@14753.00,2023-01-27T13:29:58.000Z,-168.13,1,E2:5@14741.63|S:10@14753.00,2023-01-27T13:29:58.000Z,-168.13,1,E2:5@14741.63|S:10@14753.00,2023-01-27T13:29:58.000Z,-222.50,0,S:10@14753.00,2023-01-27T13:29:58.000Z
p5,2023-01-27T13:15:00.000Z,2023-01-27,sell,14748.25,14757.38,14766.5,14723.75,14718.75,true,,2023-01-27T13:29:58.000Z,185.00,0,T1:4@14723.75|T2:3@14718.75|L:3@14748.75,2023-01-27T13:33:45.000Z,107.50,0,T1:2@14723.75|T2:2@14718.75|L:1@14748.75,2023-01-27T13:33:45.000Z,89.25,0,T1:2@14723.75|T2:2@14718.75|S:1@14767.00,2023-01-27T14:33:12.000Z,130.25,0,T1:4@14723.75|T2:3@14718.75|S:3@14767.00,2023-01-27T14:33:12.000Z
real,2023-01-27T13:30:00.000Z,2023-01-27,buy,14719.25,14710.00,14700.75,14754.5,14789,true,,2023-01-27T13:30:01.000Z,-190.00,0,S:10@14700.25,2023-01-27T13:30:02.000Z,-143.75,1,E2:5@14710.00|S:10@14700.25,2023-01-27T13:30:02.000Z,-143.75,1,E2:5@14710.00|S:10@14700.25,2023-01-27T13:30:02.000Z,-190.00,0,S:10@14700.25,2023-01-27T13:30:02.000Z
p2,2023-01-27T13:45:00.000Z,2023-01-27,sell,14761.25,14772.00,14782.75,14731.5,14694.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2023-01-27T14:15:00.000Z,2023-01-27,sell,14751.25,14769.63,14788,14713.25,14707.5,true,,2023-01-27T14:31:41.000Z,-372.50,0,S:10@14788.50,2023-01-27T14:45:36.000Z,-280.63,1,E2:5@14769.63|S:10@14788.50,2023-01-27T14:45:36.000Z,-280.63,1,E2:5@14769.63|S:10@14788.50,2023-01-27T14:45:36.000Z,-372.50,0,S:10@14788.50,2023-01-27T14:45:36.000Z
p4,2023-01-27T18:30:00.000Z,2023-01-27,buy,14881.75,14859.88,14838,14905.5,14912.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2023-01-30T06:30:00.000Z,2023-01-30,buy,14817.5,14806.25,14795,14844.75,14857.25,true,,2023-01-30T07:13:48.000Z,-230.00,0,S:10@14794.50,2023-01-30T08:02:19.000Z,-173.75,1,E2:5@14806.25|S:10@14794.50,2023-01-30T08:02:19.000Z,-173.75,1,E2:5@14806.25|S:10@14794.50,2023-01-30T08:02:19.000Z,-230.00,0,S:10@14794.50,2023-01-30T08:02:19.000Z
p4,2023-01-30T07:15:00.000Z,2023-01-30,buy,14798.25,14785.50,14772.75,14829.25,14836,true,,2023-01-30T08:00:26.000Z,-260.00,0,S:10@14772.25,2023-01-30T08:25:27.000Z,-196.25,1,E2:5@14785.50|S:10@14772.25,2023-01-30T08:25:27.000Z,-196.25,1,E2:5@14785.50|S:10@14772.25,2023-01-30T08:25:27.000Z,-260.00,0,S:10@14772.25,2023-01-30T08:25:27.000Z
p2,2023-01-30T07:45:00.000Z,2023-01-30,buy,14808.75,14803.38,14798,14811.5,14814.5,true,,2023-01-30T07:45:06.000Z,8.00,0,T1:4@14811.50|L:6@14808.25,2023-01-30T07:48:52.000Z,4.00,0,T1:2@14811.50|L:3@14808.25,2023-01-30T07:48:52.000Z,5.75,0,T1:2@14811.50|T2:2@14814.50|S:1@14797.50,2023-01-30T08:00:27.000Z,-5.50,0,T1:4@14811.50|T2:3@14814.50|S:3@14797.50,2023-01-30T08:00:27.000Z
p4,2023-01-30T08:30:00.000Z,2023-01-30,sell,14775.25,14783.88,14792.5,14765.25,14764.75,true,,2023-01-30T08:32:01.000Z,70.00,0,T1:4@14765.25|T2:3@14764.75|L:3@14775.75,2023-01-30T09:00:17.000Z,40.50,0,T1:2@14765.25|T2:2@14764.75|L:1@14775.75,2023-01-30T09:00:17.000Z,23.25,0,T1:2@14765.25|T2:2@14764.75|S:1@14793.00,2023-01-30T09:21:23.000Z,18.25,0,T1:4@14765.25|T2:3@14764.75|S:3@14793.00,2023-01-30T09:21:23.000Z
p2,2023-01-30T09:30:00.000Z,2023-01-30,buy,14671.25,14647.50,14623.75,14760,14762.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2023-01-30T09:45:00.000Z,2023-01-30,buy,14725.5,14715.75,14706,14735.75,14751,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2023-01-30T13:45:00.000Z,2023-01-30,buy,14720.25,14703.50,14686.75,14759,14759.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2023-01-30T14:00:00.000Z,2023-01-30,buy,14743,14732.13,14721.25,14764.25,14769.25,true,,2023-01-30T14:34:43.000Z,162.25,0,T1:4@14764.25|T2:3@14769.25|L:3@14742.50,2023-01-30T15:23:14.000Z,94.50,0,T1:2@14764.25|T2:2@14769.25|L:1@14742.50,2023-01-30T15:23:14.000Z,72.75,0,T1:2@14764.25|T2:2@14769.25|S:1@14720.75,2023-01-30T15:26:36.000Z,97.00,0,T1:4@14764.25|T2:3@14769.25|S:3@14720.75,2023-01-30T15:26:36.000Z
p2,2023-01-30T14:45:00.000Z,2023-01-30,buy,14718.25,14699.13,14680,14746.25,14783,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2023-01-30T15:00:00.000Z,2023-01-30,buy,14749.75,14730.13,14710.5,14807.25,14845,true,,2023-01-30T15:21:44.000Z,-397.50,0,S:10@14710.00,2023-01-30T15:27:18.000Z,-299.38,1,E2:5@14730.13|S:10@14710.00,2023-01-30T15:27:18.000Z,-299.38,1,E2:5@14730.13|S:10@14710.00,2023-01-30T15:27:18.000Z,-397.50,0,S:10@14710.00,2023-01-30T15:27:18.000Z
real,2023-01-30T15:30:00.000Z,2023-01-30,sell,14776,14799.88,14823.75,14703.75,14701.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2023-01-30T15:30:00.000Z,2023-01-30,sell,14767.5,14785.63,14803.75,14767.25,14702.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2023-01-30T21:00:00.000Z,2023-01-30,buy,14618.5,14599.38,14580.25,14629,14649.5,false,post_cutoff_emission,,,,,,,,,,,,,,,,,
p4,2023-01-30T21:00:00.000Z,2023-01-30,buy,14604.5,14587.00,14569.5,14647.25,14656.25,false,post_cutoff_emission,,,,,,,,,,,,,,,,,
p1,2023-01-31T01:00:00.000Z,2023-01-31,buy,14639,14624.25,14609.5,14673.5,14679,true,,2023-01-31T03:24:03.000Z,-300.00,0,S:10@14609.00,2023-01-31T03:38:40.000Z,-226.25,1,E2:5@14624.25|S:10@14609.00,2023-01-31T03:38:40.000Z,-226.25,1,E2:5@14624.25|S:10@14609.00,2023-01-31T03:38:40.000Z,-300.00,0,S:10@14609.00,2023-01-31T03:38:40.000Z
p5,2023-01-31T01:45:00.000Z,2023-01-31,buy,14639,14624.75,14610.5,14690.25,14826,true,,2023-01-31T03:24:03.000Z,-290.00,0,S:10@14610.00,2023-01-31T03:38:40.000Z,-218.75,1,E2:5@14624.75|S:10@14610.00,2023-01-31T03:38:40.000Z,-218.75,1,E2:5@14624.75|S:10@14610.00,2023-01-31T03:38:40.000Z,-290.00,0,S:10@14610.00,2023-01-31T03:38:40.000Z
real,2023-01-31T03:15:00.000Z,2023-01-31,sell,14671.5,14678.25,14685,14653.5,14646,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2023-01-31T07:45:00.000Z,2023-01-31,sell,14634.5,14644.13,14653.75,14612.75,14612.25,true,,2023-01-31T07:48:02.000Z,-197.50,0,S:10@14654.25,2023-01-31T07:52:05.000Z,-149.38,1,E2:5@14644.13|S:10@14654.25,2023-01-31T07:52:05.000Z,-149.38,1,E2:5@14644.13|S:10@14654.25,2023-01-31T07:52:05.000Z,-197.50,0,S:10@14654.25,2023-01-31T07:52:05.000Z
p1,2023-01-31T08:15:00.000Z,2023-01-31,sell,14675.5,14687.75,14700,14624.25,14610.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2023-01-31T08:15:00.000Z,2023-01-31,sell,14647.75,14653.75,14659.75,14629.5,14629,true,,2023-01-31T08:17:15.000Z,127.75,0,T1:4@14629.50|T2:3@14629.00|L:3@14648.25,2023-01-31T13:30:04.000Z,73.50,0,T1:2@14629.50|T2:2@14629.00|L:1@14648.25,2023-01-31T13:30:04.000Z,61.50,0,T1:2@14629.50|T2:2@14629.00|S:1@14660.25,2023-01-31T13:31:01.000Z,91.75,0,T1:4@14629.50|T2:3@14629.00|S:3@14660.25,2023-01-31T13:31:01.000Z
p5,2023-01-31T08:30:00.000Z,2023-01-31,buy,14598.5,14585.63,14572.75,14626.5,14645.25,true,,2023-01-31T08:47:34.000Z,-262.50,0,S:10@14572.25,2023-01-31T10:27:26.000Z,-198.13,1,E2:5@14585.63|S:10@14572.25,2023-01-31T10:27:26.000Z,-198.13,1,E2:5@14585.63|S:10@14572.25,2023-01-31T10:27:26.000Z,-262.50,0,S:10@14572.25,2023-01-31T10:27:26.000Z
real,2023-01-31T08:45:00.000Z,2023-01-31,sell,14638.5,14650.63,14662.75,14636,14599.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2023-01-31T10:45:00.000Z,2023-01-31,sell,14594.75,14604.88,14615,14565.75,14532,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2023-01-31T11:45:00.000Z,2023-01-31,buy,14559.25,14546.88,14534.5,14568,14585.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2023-01-31T12:30:00.000Z,2023-01-31,buy,14574,14564.25,14554.5,14599.5,14601.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2023-01-31T13:30:00.000Z,2023-01-31,buy,14570.25,14556.38,14542.5,14616.75,14617.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2023-01-31T13:30:00.000Z,2023-01-31,sell,14656.5,14673.00,14689.5,14604.25,14594.75,true,,2023-01-31T13:30:56.000Z,-335.00,0,S:10@14690.00,2023-01-31T13:52:59.000Z,-252.50,1,E2:5@14673.00|S:10@14690.00,2023-01-31T13:52:59.000Z,-252.50,1,E2:5@14673.00|S:10@14690.00,2023-01-31T13:52:59.000Z,-335.00,0,S:10@14690.00,2023-01-31T13:52:59.000Z
p3,2023-01-31T13:45:00.000Z,2023-01-31,sell,14724,14746.38,14768.75,14549.75,14524.5,true,,2023-01-31T14:49:44.000Z,-452.50,0,S:10@14769.25,2023-01-31T16:32:17.000Z,-340.63,1,E2:5@14746.38|S:10@14769.25,2023-01-31T16:32:17.000Z,-340.63,1,E2:5@14746.38|S:10@14769.25,2023-01-31T16:32:17.000Z,-452.50,0,S:10@14769.25,2023-01-31T16:32:17.000Z
real,2023-01-31T14:00:00.000Z,2023-01-31,buy,14628.5,14616.00,14603.5,14693,14695.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2023-01-31T23:45:00.000Z,2023-02-01,sell,14823.75,14844.88,14866,14760.75,14756.75,false,order_ttl_expired,,,,,,,,,,,,,,,,,
p4,2023-02-01T02:00:00.000Z,2023-02-01,sell,14791.5,14798.63,14805.75,14769.25,14766.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2023-02-01T04:15:00.000Z,2023-02-01,buy,14753.5,14741.13,14728.75,14787.5,14790.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2023-02-01T05:30:00.000Z,2023-02-01,sell,14790.25,14795.75,14801.25,14783,14778.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2023-02-01T06:45:00.000Z,2023-02-01,sell,14794.75,14799.63,14804.5,14782,14777.25,true,,2023-02-01T07:15:32.000Z,-102.50,0,S:10@14805.00,2023-02-01T07:57:47.000Z,-78.13,1,E2:5@14799.63|S:10@14805.00,2023-02-01T07:57:47.000Z,-78.13,1,E2:5@14799.63|S:10@14805.00,2023-02-01T07:57:47.000Z,-102.50,0,S:10@14805.00,2023-02-01T07:57:47.000Z
real,2023-02-01T07:30:00.000Z,2023-02-01,buy,14775.25,14765.75,14756.25,14803.5,14819.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2023-02-01T07:45:00.000Z,2023-02-01,buy,14790.25,14784.50,14778.75,14808.5,14825,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2023-02-01T08:45:00.000Z,2023-02-01,sell,14835.5,14844.88,14854.25,14811.25,14804.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2023-02-01T09:15:00.000Z,2023-02-01,sell,14837,14851.25,14865.5,14791.75,14790.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2023-02-01T09:30:00.000Z,2023-02-01,buy,14791.5,14781.50,14771.5,14809.25,14811.5,true,,2023-02-01T09:33:31.000Z,129.50,0,T1:4@14809.25|T2:3@14811.50|L:3@14791.00,2023-02-01T14:34:34.000Z,164.50,1,E2:5@14781.50|T1:4@14809.25|T2:3@14811.50|L:3@14786.00,2023-02-01T14:34:36.000Z,119.50,1,E2:5@14781.50|T1:4@14809.25|T2:3@14811.50|S:3@14771.00,2023-02-01T15:51:25.000Z,69.50,0,T1:4@14809.25|T2:3@14811.50|S:3@14771.00,2023-02-01T15:51:25.000Z
p1,2023-02-01T09:45:00.000Z,2023-02-01,buy,14779.75,14767.50,14755.25,14796,14798.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2023-02-01T10:30:00.000Z,2023-02-01,sell,14844.75,14862.63,14880.5,14779.75,14758,true,,2023-02-01T12:33:52.000Z,518.75,0,T1:4@14779.75|T2:3@14758.00|L:3@14845.25,2023-02-01T19:07:45.000Z,303.00,0,T1:2@14779.75|T2:2@14758.00|L:1@14845.25,2023-02-01T19:07:45.000Z,267.25,0,T1:2@14779.75|T2:2@14758.00|S:1@14881.00,2023-02-01T19:10:34.000Z,411.50,0,T1:4@14779.75|T2:3@14758.00|S:3@14881.00,2023-02-01T19:10:34.000Z
p4,2023-02-01T12:15:00.000Z,2023-02-01,sell,14842.5,14853.38,14864.25,14820.5,14819,true,,2023-02-01T12:24:24.000Z,157.00,0,T1:4@14820.50|T2:3@14819.00|L:3@14843.00,2023-02-01T19:07:39.000Z,90.50,0,T1:2@14820.50|T2:2@14819.00|L:1@14843.00,2023-02-01T19:07:39.000Z,68.75,0,T1:2@14820.50|T2:2@14819.00|S:1@14864.75,2023-02-01T19:07:54.000Z,91.75,0,T1:4@14820.50|T2:3@14819.00|S:3@14864.75,2023-02-01T19:07:54.000Z
p5,2023-02-01T12:15:00.000Z,2023-02-01,sell,14904.5,14927.75,14951,14821,14818.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2023-02-01T13:15:00.000Z,2023-02-01,sell,14830.25,14838.00,14845.75,14810,14802.5,true,,2023-02-01T13:15:01.000Z,78.00,0,T1:4@14810.00|L:6@14830.75,2023-02-01T14:31:06.000Z,39.00,0,T1:2@14810.00|L:3@14830.75,2023-02-01T14:31:06.000Z,80.00,0,T1:2@14810.00|T2:2@14802.50|S:1@14846.25,2023-02-01T19:07:45.000Z,116.25,0,T1:4@14810.00|T2:3@14802.50|S:3@14846.25,2023-02-01T19:07:45.000Z
p3,2023-02-01T14:45:00.000Z,2023-02-01,buy,14752.25,14737.88,14723.5,14794.25,14817.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2023-02-01T15:15:00.000Z,2023-02-01,buy,14732.75,14706.88,14681,14824.25,14827.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2023-02-01T15:45:00.000Z,2023-02-01,sell,14815,14826.75,14838.5,14783.75,14780,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2023-02-01T19:15:00.000Z,2023-02-01,buy,14842.75,14836.00,14829.25,14868.75,14869.25,true,,2023-02-01T19:16:42.000Z,-140.00,0,S:10@14828.75,2023-02-01T19:17:22.000Z,-106.25,1,E2:5@14836.00|S:10@14828.75,2023-02-01T19:17:22.000Z,-106.25,1,E2:5@14836.00|S:10@14828.75,2023-02-01T19:17:22.000Z,-140.00,0,S:10@14828.75,2023-02-01T19:17:22.000Z
p5,2023-02-01T20:30:00.000Z,2023-02-01,sell,15139.5,15150.63,15161.75,15095.75,15095,true,,2023-02-01T20:35:37.000Z,-227.50,0,S:10@15162.25,2023-02-01T20:36:35.000Z,-171.88,1,E2:5@15150.63|S:10@15162.25,2023-02-01T20:36:35.000Z,-171.88,1,E2:5@15150.63|S:10@15162.25,2023-02-01T20:36:35.000Z,-227.50,0,S:10@15162.25,2023-02-01T20:36:35.000Z
p4,2023-02-02T03:45:00.000Z,2023-02-02,sell,15211.5,15222.00,15232.5,15190.75,15187.75,true,,2023-02-02T04:39:42.000Z,152.75,0,T1:4@15190.75|T2:3@15187.75|L:3@15212.00,2023-02-02T08:04:34.000Z,88.50,0,T1:2@15190.75|T2:2@15187.75|L:1@15212.00,2023-02-02T08:04:34.000Z,67.50,0,T1:2@15190.75|T2:2@15187.75|S:1@15233.00,2023-02-02T08:26:58.000Z,89.75,0,T1:4@15190.75|T2:3@15187.75|S:3@15233.00,2023-02-02T08:26:58.000Z
p3,2023-02-02T06:45:00.000Z,2023-02-02,sell,15229.75,15242.13,15254.5,15201,15192.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2023-02-02T07:15:00.000Z,2023-02-02,buy,15168,15153.00,15138,15201,15209.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2023-02-02T07:15:00.000Z,2023-02-02,sell,15224.75,15232.13,15239.5,15205.25,15204.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2023-02-02T07:45:00.000Z,2023-02-02,sell,15204.25,15211.25,15218.25,15185,15184,true,,2023-02-02T08:02:38.000Z,-145.00,0,S:10@15218.75,2023-02-02T08:16:21.000Z,-110.00,1,E2:5@15211.25|S:10@15218.75,2023-02-02T08:16:21.000Z,-110.00,1,E2:5@15211.25|S:10@15218.75,2023-02-02T08:16:21.000Z,-145.00,0,S:10@15218.75,2023-02-02T08:16:21.000Z
real,2023-02-02T08:30:00.000Z,2023-02-02,buy,15204.75,15189.00,15173.25,15258.25,15258.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2023-02-02T09:30:00.000Z,2023-02-02,sell,15306.5,15321.00,15335.5,15245.25,15235.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2023-02-02T10:45:00.000Z,2023-02-02,buy,15213,15193.75,15174.5,15260,15268.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2023-02-02T11:30:00.000Z,2023-02-02,sell,15274.5,15282.13,15289.75,15260.5,15257.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2023-02-02T11:30:00.000Z,2023-02-02,sell,15279.75,15293.25,15306.75,15258.25,15257.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2023-02-02T12:30:00.000Z,2023-02-02,buy,15218.5,15207.75,15197,15218.75,15238.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2023-02-02T12:45:00.000Z,2023-02-02,buy,15250.5,15237.38,15224.25,15268.25,15279,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2023-02-02T13:00:00.000Z,2023-02-02,sell,15324.5,15342.63,15360.75,15313.75,15276.5,true,,2023-02-02T13:49:08.000Z,-367.50,0,S:10@15361.25,2023-02-02T14:30:00.000Z,-276.88,1,E2:5@15342.63|S:10@15361.25,2023-02-02T14:30:00.000Z,-276.88,1,E2:5@15342.63|S:10@15361.25,2023-02-02T14:30:00.000Z,-367.50,0,S:10@15361.25,2023-02-02T14:30:00.000Z
p3,2023-02-02T15:00:00.000Z,2023-02-02,sell,15390.25,15404.88,15419.5,15327.25,15310.75,true,,2023-02-02T15:18:10.000Z,-297.50,0,S:10@15420.00,2023-02-02T15:27:34.000Z,-224.38,1,E2:5@15404.88|S:10@15420.00,2023-02-02T15:27:34.000Z,-224.38,1,E2:5@15404.88|S:10@15420.00,2023-02-02T15:27:34.000Z,-297.50,0,S:10@15420.00,2023-02-02T15:27:34.000Z
p5,2023-02-02T18:00:00.000Z,2023-02-02,buy,15467,15441.75,15416.5,15512,15515.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2023-02-02T18:30:00.000Z,2023-02-02,buy,15482,15462.38,15442.75,15534.25,15534.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2023-02-02T20:00:00.000Z,2023-02-02,sell,15455.75,15477.63,15499.5,15442.75,15396.25,true,,2023-02-02T20:20:50.000Z,49.00,0,T1:4@15442.75|L:6@15456.25,2023-02-02T20:29:02.000Z,24.50,0,T1:2@15442.75|L:3@15456.25,2023-02-02T20:29:02.000Z,-106.75,0,T1:2@15442.75|S:3@15500.00,2023-02-02T20:55:45.000Z,-213.50,0,T1:4@15442.75|S:6@15500.00,2023-02-02T20:55:45.000Z
p2,2023-02-02T20:15:00.000Z,2023-02-02,sell,15522.25,15545.13,15568,15456,15431.5,true,,2023-02-02T20:59:44.000Z,-95.00,0,F:10@15531.75,2023-02-02T21:00:00.000Z,-47.50,0,F:5@15531.75,2023-02-02T21:00:00.000Z,-47.50,0,F:5@15531.75,2023-02-02T21:00:00.000Z,-95.00,0,F:10@15531.75,2023-02-02T21:00:00.000Z
real,2023-02-02T21:45:00.000Z,2023-02-02,sell,15388.5,15404.88,15421.25,15294.5,15240.25,false,post_cutoff_emission,,,,,,,,,,,,,,,,,
real,2023-02-02T23:30:00.000Z,2023-02-03,sell,15404,15422.25,15440.5,15352,15323.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2023-02-03T07:00:00.000Z,2023-02-03,sell,15332,15336.88,15341.75,15328.5,15325.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2023-02-03T07:15:00.000Z,2023-02-03,sell,15337.25,15347.25,15357.25,15317,15294.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
