Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
106,Entry long,2025-01-06 21:06,B=1|T=20250107T0206,21772.25,1,435445,-15,0.00,40,0.01,-55,-0.01,9680,0.10
107,Exit long,2025-01-06 21:15,X,21775.75,1,435430,85,0.02,105,0.02,-25,-0.01,9765,0.10
107,Entry long,2025-01-06 21:12,B=0|T=20250107T0212,21771.5,1,435430,85,0.02,105,0.02,-25,-0.01,9765,0.10
108,Exit long,2025-01-06 21:39,X,21758.75,1,435515,-340,-0.08,195,0.04,-355,-0.08,9425,0.09
108,Entry long,2025-01-06 21:15,B=1|T=20250107T0215,21775.75,1,435515,-340,-0.08,195,0.04,-355,-0.08,9425,0.09
109,Exit long,2025-01-06 23:24,X,21740.25,1,435175,-370,-0.09,50,0.01,-860,-0.20,9055,0.09
109,Entry long,2025-01-06 21:39,B=0|T=20250107T0239,21758.75,1,435175,-370,-0.09,50,0.01,-860,-0.20,9055,0.09
110,Exit long,2025-01-06 23:33,X,21726.5,1,434805,-275,-0.06,60,0.01,-305,-0.07,8780,0.09
110,Entry long,2025-01-06 23:24,B=1|T=20250107T0424,21740.25,1,434805,-275,-0.06,60,0.01,-305,-0.07,8780,0.09
111,Exit long,2025-01-07 01:00,X,21714,1,434530,-250,-0.06,90,0.02,-1310,-0.30,8530,0.09
111,Entry long,2025-01-06 23:33,B=0|T=20250107T0433,21726.5,1,434530,-250,-0.06,90,0.02,-1310,-0.30,8530,0.09
112,Exit long,2025-01-07 01:03,X,21709.75,1,434280,-85,-0.02,40,0.01,-145,-0.03,8445,0.08
112,Entry long,2025-01-07 01:00,B=1|T=20250107T0600,21714,1,434280,-85,-0.02,40,0.01,-145,-0.03,8445,0.08
113,Exit long,2025-01-07 01:15,X,21709.75,1,434195,0,0.00,75,0.02,-240,-0.06,8445,0.08
113,Entry long,2025-01-07 01:03,B=0|T=20250107T0603,21709.75,1,434195,0,0.00,75,0.02,-240,-0.06,8445,0.08
114,Exit long,2025-01-07 01:18,X,21707.75,1,434195,-40,-0.01,10,0.00,-75,-0.02,8405,0.08
114,Entry long,2025-01-07 01:15,B=1|T=20250107T0615,21709.75,1,434195,-40,-0.01,10,0.00,-75,-0.02,8405,0.08
115,Exit long,2025-01-07 01:24,X,21706,1,434155,-35,-0.01,90,0.02,-55,-0.01,8370,0.08
115,Entry long,2025-01-07 01:18,B=0|T=20250107T0618,21707.75,1,434155,-35,-0.01,90,0.02,-55,-0.01,8370,0.08
116,Exit long,2025-01-07 01:33,X,21699.25,1,434120,-135,-0.03,90,0.02,-140,-0.03,8235,0.08
116,Entry long,2025-01-07 01:24,B=1|T=20250107T0624,21706,1,434120,-135,-0.03,90,0.02,-140,-0.03,8235,0.08
117,Exit long,2025-01-07 01:42,X,21704.75,1,433985,110,0.03,110,0.03,-230,-0.05,8345,0.08
117,Entry long,2025-01-07 01:33,B=0|T=20250107T0633,21699.25,1,433985,110,0.03,110,0.03,-230,-0.05,8345,0.08
118,Exit long,2025-01-07 01:48,X,21691.25,1,434095,-270,-0.06,0,0.00,-305,-0.07,8075,0.08
118,Entry long,2025-01-07 01:42,B=1|T=20250107T0642,21704.75,1,434095,-270,-0.06,0,0.00,-305,-0.07,8075,0.08
119,Exit long,2025-01-07 02:00,X,21699.5,1,433825,165,0.04,235,0.05,-140,-0.03,8240,0.08
119,Entry long,2025-01-07 01:48,B=0|T=20250107T0648,21691.25,1,433825,165,0.04,235,0.05,-140,-0.03,8240,0.08
120,Exit long,2025-01-07 04:45,X,21734.25,1,433990,695,0.16,1500,0.35,-10,0.00,8935,0.09
120,Entry long,2025-01-07 02:00,B=1|T=20250107T0700,21699.5,1,433990,695,0.16,1500,0.35,-10,0.00,8935,0.09
121,Exit long,2025-01-07 05:09,X,21748.5,1,434685,285,0.07,310,0.07,-345,-0.08,9220,0.09
121,Entry long,2025-01-07 04:45,B=0|T=20250107T0945,21734.25,1,434685,285,0.07,310,0.07,-345,-0.08,9220,0.09
122,Exit long,2025-01-07 05:45,X,21759.75,1,434970,225,0.05,440,0.10,-25,-0.01,9445,0.09
122,Entry long,2025-01-07 05:09,B=1|T=20250107T1009,21748.5,1,434970,225,0.05,440,0.10,-25,-0.01,9445,0.09
123,Exit long,2025-01-07 05:51,X,21765.25,1,435195,110,0.03,135,0.03,-115,-0.03,9555,0.10
123,Entry long,2025-01-07 05:45,B=0|T=20250107T1045,21759.75,1,435195,110,0.03,135,0.03,-115,-0.03,9555,0.10
124,Exit long,2025-01-07 06:00,X,21763.25,1,435305,-40,-0.01,125,0.03,-135,-0.03,9515,0.10
124,Entry long,2025-01-07 05:51,B=1|T=20250107T1051,21765.25,1,435305,-40,-0.01,125,0.03,-135,-0.03,9515,0.10
125,Exit long,2025-01-07 07:48,X,21757,1,435265,-125,-0.03,60,0.01,-890,-0.20,9390,0.09
125,Entry long,2025-01-07 06:00,B=0|T=20250107T1100,21763.25,1,435265,-125,-0.03,60,0.01,-890,-0.20,9390,0.09
126,Exit long,2025-01-07 07:54,X,21746.25,1,435140,-215,-0.05,135,0.03,-230,-0.05,9175,0.09
126,Entry long,2025-01-07 07:48,B=1|T=20250107T1248,21757,1,435140,-215,-0.05,135,0.03,-230,-0.05,9175,0.09
127,Exit long,2025-01-07 08:00,X,21752,1,434925,115,0.03,115,0.03,-175,-0.04,9290,0.09
127,Entry long,2025-01-07 07:54,B=0|T=20250107T1254,21746.25,1,434925,115,0.03,115,0.03,-175,-0.04,9290,0.09
128,Exit long,2025-01-07 08:03,X,21744.75,1,435040,-145,-0.03,25,0.01,-200,-0.05,9145,0.09
128,Entry long,2025-01-07 08:00,B=1|T=20250107T1300,21752,1,435040,-145,-0.03,25,0.01,-200,-0.05,9145,0.09
129,Exit long,2025-01-07 08:15,X,21754.5,1,434895,195,0.04,225,0.05,-270,-0.06,9340,0.09
129,Entry long,2025-01-07 08:03,B=0|T=20250107T1303,21744.75,1,434895,195,0.04,225,0.05,-270,-0.06,9340,0.09
130,Exit long,2025-01-07 08:18,X,21745.75,1,435090,-175,-0.04,100,0.02,-265,-0.06,9165,0.09
130,Entry long,2025-01-07 08:15,B=1|T=20250107T1315,21754.5,1,435090,-175,-0.04,100,0.02,-265,-0.06,9165,0.09
131,Exit long,2025-01-07 08:21,X,21748.25,1,434915,50,0.01,105,0.02,-25,-0.01,9215,0.09
131,Entry long,2025-01-07 08:18,B=0|T=20250107T1318,21745.75,1,434915,50,0.01,105,0.02,-25,-0.01,9215,0.09
132,Exit long,2025-01-07 08:24,X,21738,1,434965,-205,-0.05,20,0.00,-245,-0.06,9010,0.09
132,Entry long,2025-01-07 08:21,B=1|T=20250107T1321,21748.25,1,434965,-205,-0.05,20,0.00,-245,-0.06,9010,0.09
133,Exit long,2025-01-07 08:33,X,21749.25,1,434760,225,0.05,300,0.07,-60,-0.01,9235,0.09
133,Entry long,2025-01-07 08:24,B=0|T=20250107T1324,21738,1,434760,225,0.05,300,0.07,-60,-0.01,9235,0.09
134,Exit long,2025-01-07 09:33,X,21733.75,1,434985,-310,-0.07,1135,0.26,-410,-0.09,8925,0.09
134,Entry long,2025-01-07 08:33,B=1|T=20250107T1333,21749.25,1,434985,-310,-0.07,1135,0.26,-410,-0.09,8925,0.09
135,Exit long,2025-01-07 09:42,X,21764.75,1,434675,620,0.14,705,0.16,-770,-0.18,9545,0.10
135,Entry long,2025-01-07 09:33,B=0|T=20250107T1433,21733.75,1,434675,620,0.14,705,0.16,-770,-0.18,9545,0.10
136,Exit long,2025-01-07 09:48,X,21754,1,435295,-215,-0.05,450,0.10,-315,-0.07,9330,0.09
136,Entry long,2025-01-07 09:42,B=1|T=20250107T1442,21764.75,1,435295,-215,-0.05,450,0.10,-315,-0.07,9330,0.09
137,Exit long,2025-01-07 09:51,X,21767.5,1,435080,270,0.06,820,0.19,0,0.00,9600,0.10
137,Entry long,2025-01-07 09:48,B=0|T=20250107T1448,21754,1,435080,270,0.06,820,0.19,0,0.00,9600,0.10
138,Exit long,2025-01-07 09:54,X,21735,1,435350,-650,-0.15,85,0.02,-690,-0.16,8950,0.09
138,Entry long,2025-01-07 09:51,B=1|T=20250107T1451,21767.5,1,435350,-650,-0.15,85,0.02,-690,-0.16,8950,0.09
139,Exit long,2025-01-07 12:54,X,21431.25,1,434700,-6075,-1.40,205,0.05,-6960,-1.60,2875,0.03
139,Entry long,2025-01-07 09:54,B=0|T=20250107T1454,21735,1,434700,-6075,-1.40,205,0.05,-6960,-1.60,2875,0.03
140,Exit long,2025-01-07 14:21,X,21442.25,1,428625,220,0.05,1720,0.40,-200,-0.05,3095,0.03
140,Entry long,2025-01-07 12:54,B=1|T=20250107T1754,21431.25,1,428625,220,0.05,1720,0.40,-200,-0.05,3095,0.03
141,Exit long,2025-01-07 18:24,X,21372.25,1,428845,-1400,-0.33,380,0.09,-3255,-0.76,1695,0.02
141,Entry long,2025-01-07 14:21,B=0|T=20250107T1921,21442.25,1,428845,-1400,-0.33,380,0.09,-3255,-0.76,1695,0.02
142,Exit long,2025-01-07 21:33,X,21409.75,1,427445,750,0.18,1295,0.30,-135,-0.03,2445,0.02
142,Entry long,2025-01-07 18:24,B=1|T=20250107T2324,21372.25,1,427445,750,0.18,1295,0.30,-135,-0.03,2445,0.02
143,Exit long,2025-01-07 21:54,X,21426,1,428195,325,0.08,350,0.08,-145,-0.03,2770,0.03
143,Entry long,2025-01-07 21:33,B=0|T=20250108T0233,21409.75,1,428195,325,0.08,350,0.08,-145,-0.03,2770,0.03
144,Exit long,2025-01-07 21:57,X,21419.5,1,428520,-130,-0.03,0,0.00,-180,-0.04,2640,0.03
144,Entry long,2025-01-07 21:54,B=1|T=20250108T0254,21426,1,428520,-130,-0.03,0,0.00,-180,-0.04,2640,0.03
145,Exit long,2025-01-08 00:36,X,21416.25,1,428390,-65,-0.02,95,0.02,-700,-0.16,2575,0.03
145,Entry long,2025-01-07 21:57,B=0|T=20250108T0257,21419.5,1,428390,-65,-0.02,95,0.02,-700,-0.16,2575,0.03
146,Exit long,2025-01-08 01:30,X,21412.25,1,428325,-80,-0.02,375,0.09,-95,-0.02,2495,0.02
146,Entry long,2025-01-08 00:36,B=1|T=20250108T0536,21416.25,1,428325,-80,-0.02,375,0.09,-95,-0.02,2495,0.02
147,Exit long,2025-01-08 03:15,X,21400.5,1,428245,-235,-0.05,15,0.00,-1035,-0.24,2260,0.02
147,Entry long,2025-01-08 01:30,B=0|T=20250108T0630,21412.25,1,428245,-235,-0.05,15,0.00,-1035,-0.24,2260,0.02
148,Exit long,2025-01-08 03:24,X,21394.25,1,428010,-125,-0.03,380,0.09,-210,-0.05,2135,0.02
148,Entry long,2025-01-08 03:15,B=1|T=20250108T0815,21400.5,1,428010,-125,-0.03,380,0.09,-210,-0.05,2135,0.02
149,Exit long,2025-01-08 03:36,X,21397.75,1,427885,70,0.02,190,0.04,-180,-0.04,2205,0.02
149,Entry long,2025-01-08 03:24,B=0|T=20250108T0824,21394.25,1,427885,70,0.02,190,0.04,-180,-0.04,2205,0.02
150,Exit long,2025-01-08 06:15,X,21427.75,1,427955,600,0.14,1010,0.24,-80,-0.02,2805,0.03
150,Entry long,2025-01-08 03:36,B=1|T=20250108T0836,21397.75,1,427955,600,0.14,1010,0.24,-80,-0.02,2805,0.03
151,Exit long,2025-01-08 08:00,X,21326.25,1,428555,-2030,-0.47,65,0.02,-4125,-0.96,775,0.01
151,Entry long,2025-01-08 06:15,B=0|T=20250108T1115,21427.75,1,428555,-2030,-0.47,65,0.02,-4125,-0.96,775,0.01
152,Exit long,2025-01-08 08:03,X,21307.75,1,426525,-370,-0.09,465,0.11,-395,-0.09,405,0.00
152,Entry long,2025-01-08 08:00,B=1|T=20250108T1300,21326.25,1,426525,-370,-0.09,465,0.11,-395,-0.09,405,0.00
153,Exit long,2025-01-08 08:09,X,21313.75,1,426155,120,0.03,240,0.06,-380,-0.09,525,0.01
153,Entry long,2025-01-08 08:03,B=0|T=20250108T1303,21307.75,1,426155,120,0.03,240,0.06,-380,-0.09,525,0.01
154,Exit long,2025-01-08 10:12,X,21244.25,1,426275,-1390,-0.33,1850,0.43,-1505,-0.35,-865,-0.01
154,Entry long,2025-01-08 08:09,B=1|T=20250108T1309,21313.75,1,426275,-1390,-0.33,1850,0.43,-1505,-0.35,-865,-0.01
155,Exit long,2025-01-08 10:21,X,21286.25,1,424885,840,0.20,1110,0.26,-265,-0.06,-25,0.00
155,Entry long,2025-01-08 10:12,B=0|T=20250108T1512,21244.25,1,424885,840,0.20,1110,0.26,-265,-0.06,-25,0.00
156,Exit long,2025-01-08 10:30,X,21282.75,1,425725,-70,-0.02,810,0.19,-250,-0.06,-95,0.00
156,Entry long,2025-01-08 10:21,B=1|T=20250108T1521,21286.25,1,425725,-70,-0.02,810,0.19,-250,-0.06,-95,0.00
157,Exit long,2025-01-08 10:33,X,21333,1,425655,1005,0.24,1435,0.34,0,0.00,910,0.01
157,Entry long,2025-01-08 10:30,B=0|T=20250108T1530,21282.75,1,425655,1005,0.24,1435,0.34,0,0.00,910,0.01
158,Exit long,2025-01-08 11:03,X,21316,1,426660,-340,-0.08,720,0.17,-910,-0.21,570,0.01
158,Entry long,2025-01-08 10:33,B=1|T=20250108T1533,21333,1,426660,-340,-0.08,720,0.17,-910,-0.21,570,0.01
159,Exit long,2025-01-08 11:09,X,21328,1,426320,240,0.06,700,0.16,-610,-0.14,810,0.01
159,Entry long,2025-01-08 11:03,B=0|T=20250108T1603,21316,1,426320,240,0.06,700,0.16,-610,-0.14,810,0.01
160,Exit long,2025-01-08 12:00,X,21360.5,1,426560,650,0.15,1820,0.43,-180,-0.04,1460,0.01
160,Entry long,2025-01-08 11:09,B=1|T=20250108T1609,21328,1,426560,650,0.15,1820,0.43,-180,-0.04,1460,0.01
161,Exit long,2025-01-08 13:00,X,21319,1,427210,-830,-0.19,25,0.01,-3885,-0.91,630,0.01
161,Entry long,2025-01-08 12:00,B=0|T=20250108T1700,21360.5,1,427210,-830,-0.19,25,0.01,-3885,-0.91,630,0.01
162,Exit long,2025-01-08 13:51,X,21293.75,1,426380,-505,-0.12,1780,0.42,-630,-0.15,125,0.00
162,Entry long,2025-01-08 13:00,B=1|T=20250108T1800,21319,1,426380,-505,-0.12,1780,0.42,-630,-0.15,125,0.00
163,Exit long,2025-01-08 13:54,X,21302,1,425875,165,0.04,255,0.06,-235,-0.06,290,0.00
163,Entry long,2025-01-08 13:51,B=0|T=20250108T1851,21293.75,1,425875,165,0.04,255,0.06,-235,-0.06,290,0.00
164,Exit long,2025-01-08 14:00,X,21297.5,1,426040,-90,-0.02,640,0.15,-290,-0.07,200,0.00
164,Entry long,2025-01-08 13:54,B=1|T=20250108T1854,21302,1,426040,-90,-0.02,640,0.15,-290,-0.07,200,0.00
165,Exit long,2025-01-08 14:03,X,21334.5,1,425950,740,0.17,885,0.21,-135,-0.03,940,0.01
165,Entry long,2025-01-08 14:00,B=0|T=20250108T1900,21297.5,1,425950,740,0.17,885,0.21,-135,-0.03,940,0.01
166,Exit long,2025-01-08 15:09,X,21321,1,426690,-270,-0.06,1945,0.46,-335,-0.08,670,0.01
166,Entry long,2025-01-08 14:03,B=1|T=20250108T1903,21334.5,1,426690,-270,-0.06,1945,0.46,-335,-0.08,670,0.01
167,Exit long,2025-01-08 15:18,X,21343.75,1,426420,455,0.11,560,0.13,-395,-0.09,1125,0.01
167,Entry long,2025-01-08 15:09,B=0|T=20250108T2009,21321,1,426420,455,0.11,560,0.13,-395,-0.09,1125,0.01
168,Exit long,2025-01-08 15:33,X,21337,1,426875,-135,-0.03,295,0.07,-405,-0.09,990,0.01
168,Entry long,2025-01-08 15:18,B=1|T=20250108T2018,21343.75,1,426875,-135,-0.03,295,0.07,-405,-0.09,990,0.01
169,Exit long,2025-01-08 15:54,X,21357.5,1,426740,410,0.10,820,0.19,-560,-0.13,1400,0.01
169,Entry long,2025-01-08 15:33,B=0|T=20250108T2033,21337,1,426740,410,0.10,820,0.19,-560,-0.13,1400,0.01
170,Exit long,2025-01-08 16:03,X,21356,1,427150,-30,-0.01,640,0.15,-295,-0.07,1370,0.01
170,Entry long,2025-01-08 15:54,B=1|T=20250108T2054,21357.5,1,427150,-30,-0.01,640,0.15,-295,-0.07,1370,0.01
171,Exit long,2025-01-08 18:39,X,21342,1,427120,-280,-0.07,190,0.04,-1000,-0.23,1090,0.01
171,Entry long,2025-01-08 16:03,B=0|T=20250108T2103,21356,1,427120,-280,-0.07,190,0.04,-1000,-0.23,1090,0.01
172,Exit long,2025-01-08 18:42,X,21335.75,1,426840,-125,-0.03,0,0.00,-125,-0.03,965,0.01
172,Entry long,2025-01-08 18:39,B=1|T=20250108T2339,21342,1,426840,-125,-0.03,0,0.00,-125,-0.03,965,0.01
173,Exit long,2025-01-08 19:54,X,21306,1,426715,-595,-0.14,55,0.01,-1295,-0.30,370,0.00
173,Entry long,2025-01-08 18:42,B=0|T=20250108T2342,21335.75,1,426715,-595,-0.14,55,0.01,-1295,-0.30,370,0.00
174,Exit long,2025-01-08 22:24,X,21328.5,1,426120,450,0.11,825,0.19,-110,-0.03,820,0.01
174,Entry long,2025-01-08 19:54,B=1|T=20250109T0054,21306,1,426120,450,0.11,825,0.19,-110,-0.03,820,0.01
175,Exit long,2025-01-08 22:27,X,21337.25,1,426570,175,0.04,175,0.04,0,0.00,995,0.01
175,Entry long,2025-01-08 22:24,B=0|T=20250109T0324,21328.5,1,426570,175,0.04,175,0.04,0,0.00,995,0.01
176,Exit long,2025-01-08 22:30,X,21333,1,426745,-85,-0.02,25,0.01,-150,-0.04,910,0.01
176,Entry long,2025-01-08 22:27,B=1|T=20250109T0327,21337.25,1,426745,-85,-0.02,25,0.01,-150,-0.04,910,0.01
177,Exit long,2025-01-08 22:33,X,21335.5,1,426660,50,0.01,50,0.01,-30,-0.01,960,0.01
177,Entry long,2025-01-08 22:30,B=0|T=20250109T0330,21333,1,426660,50,0.01,50,0.01,-30,-0.01,960,0.01
178,Exit long,2025-01-08 22:45,X,21332.75,1,426710,-55,-0.01,155,0.04,-80,-0.02,905,0.01
178,Entry long,2025-01-08 22:33,B=1|T=20250109T0333,21335.5,1,426710,-55,-0.01,155,0.04,-80,-0.02,905,0.01
179,Exit long,2025-01-09 00:06,X,21321,1,426655,-235,-0.06,0,0.00,-795,-0.19,670,0.01
179,Entry long,2025-01-08 22:45,B=0|T=20250109T0345,21332.75,1,426655,-235,-0.06,0,0.00,-795,-0.19,670,0.01
180,Exit long,2025-01-09 00:24,X,21314.5,1,426420,-130,-0.03,165,0.04,-140,-0.03,540,0.01
180,Entry long,2025-01-09 00:06,B=1|T=20250109T0506,21321,1,426420,-130,-0.03,165,0.04,-140,-0.03,540,0.01
181,Exit long,2025-01-09 00:30,X,21313,1,426290,-30,-0.01,25,0.01,-135,-0.03,510,0.01
181,Entry long,2025-01-09 00:24,B=0|T=20250109T0524,21314.5,1,426290,-30,-0.01,25,0.01,-135,-0.03,510,0.01
182,Exit long,2025-01-09 02:06,X,21307.25,1,426260,-115,-0.03,315,0.07,-145,-0.03,395,0.00
182,Entry long,2025-01-09 00:30,B=1|T=20250109T0530,21313,1,426260,-115,-0.03,315,0.07,-145,-0.03,395,0.00
183,Exit long,2025-01-09 02:09,X,21316.25,1,426145,180,0.04,185,0.04,-20,0.00,575,0.01
183,Entry long,2025-01-09 02:06,B=0|T=20250109T0706,21307.25,1,426145,180,0.04,185,0.04,-20,0.00,575,0.01
184,Exit long,2025-01-09 02:12,X,21309,1,426325,-145,-0.03,0,0.00,-205,-0.05,430,0.00
184,Entry long,2025-01-09 02:09,B=1|T=20250109T0709,21316.25,1,426325,-145,-0.03,0,0.00,-205,-0.05,430,0.00
185,Exit long,2025-01-09 03:33,X,21289,1,426180,-400,-0.09,60,0.01,-1820,-0.43,30,0.00
185,Entry long,2025-01-09 02:12,B=0|T=20250109T0712,21309,1,426180,-400,-0.09,60,0.01,-1820,-0.43,30,0.00
186,Exit long,2025-01-09 06:03,X,21297.75,1,425780,175,0.04,910,0.21,-215,-0.05,205,0.00
186,Entry long,2025-01-09 03:33,B=1|T=20250109T0833,21289,1,425780,175,0.04,910,0.21,-215,-0.05,205,0.00
187,Exit long,2025-01-09 08:06,X,21324.75,1,425955,540,0.13,565,0.13,-425,-0.10,745,0.01
187,Entry long,2025-01-09 06:03,B=0|T=20250109T1103,21297.75,1,425955,540,0.13,565,0.13,-425,-0.10,745,0.01
188,Exit long,2025-01-09 08:18,X,21314.25,1,426495,-210,-0.05,135,0.03,-230,-0.05,535,0.01
188,Entry long,2025-01-09 08:06,B=1|T=20250109T1306,21324.75,1,426495,-210,-0.05,135,0.03,-230,-0.05,535,0.01
189,Exit long,2025-01-09 08:24,X,21316,1,426285,35,0.01,210,0.05,-155,-0.04,570,0.01
189,Entry long,2025-01-09 08:18,B=0|T=20250109T1318,21314.25,1,426285,35,0.01,210,0.05,-155,-0.04,570,0.01
190,Exit long,2025-01-09 08:30,X,21314,1,426320,-40,-0.01,165,0.04,-145,-0.03,530,0.01
190,Entry long,2025-01-09 08:24,B=1|T=20250109T1324,21316,1,426320,-40,-0.01,165,0.04,-145,-0.03,530,0.01
191,Exit long,2025-01-09 08:33,X,21327.25,1,426280,265,0.06,285,0.07,-70,-0.02,795,0.01
191,Entry long,2025-01-09 08:30,B=0|T=20250109T1330,21314,1,426280,265,0.06,285,0.07,-70,-0.02,795,0.01
192,Exit long,2025-01-09 08:54,X,21307,1,426545,-405,-0.09,135,0.03,-415,-0.10,390,0.00
192,Entry long,2025-01-09 08:33,B=1|T=20250109T1333,21327.25,1,426545,-405,-0.09,135,0.03,-415,-0.10,390,0.00
193,Exit long,2025-01-09 09:15,X,21288.25,1,426140,-375,-0.09,50,0.01,-840,-0.20,15,0.00
193,Entry long,2025-01-09 08:54,B=0|T=20250109T1354,21307,1,426140,-375,-0.09,50,0.01,-840,-0.20,15,0.00
194,Exit long,2025-01-09 18:15,X,21270.25,1,425765,-360,-0.08,440,0.10,-610,-0.14,-345,0.00
194,Entry long,2025-01-09 09:15,B=1|T=20250109T1415,21288.25,1,425765,-360,-0.08,440,0.10,-610,-0.14,-345,0.00
195,Exit long,2025-01-09 19:54,X,21215.5,1,425405,-1095,-0.26,35,0.01,-1815,-0.43,-1440,-0.01
195,Entry long,2025-01-09 18:15,B=0|T=20250109T2315,21270.25,1,425405,-1095,-0.26,35,0.01,-1815,-0.43,-1440,-0.01
196,Exit long,2025-01-09 19:57,X,21196,1,424310,-390,-0.09,55,0.01,-450,-0.11,-1830,-0.02
196,Entry long,2025-01-09 19:54,B=1|T=20250110T0054,21215.5,1,424310,-390,-0.09,55,0.01,-450,-0.11,-1830,-0.02
197,Exit long,2025-01-09 20:00,X,21211.75,1,423920,315,0.07,465,0.11,-45,-0.01,-1515,-0.02
197,Entry long,2025-01-09 19:57,B=0|T=20250110T0057,21196,1,423920,315,0.07,465,0.11,-45,-0.01,-1515,-0.02
198,Exit long,2025-01-09 23:33,X,21288.75,1,424235,1540,0.36,2045,0.48,-55,-0.01,25,0.00
198,Entry long,2025-01-09 20:00,B=1|T=20250110T0100,21211.75,1,424235,1540,0.36,2045,0.48,-55,-0.01,25,0.00
199,Exit long,2025-01-09 23:36,X,21291.5,1,425775,55,0.01,55,0.01,-25,-0.01,80,0.00
199,Entry long,2025-01-09 23:33,B=0|T=20250110T0433,21288.75,1,425775,55,0.01,55,0.01,-25,-0.01,80,0.00
200,Exit long,2025-01-09 23:39,X,21291,1,425830,-10,0.00,0,0.00,-75,-0.02,70,0.00
200,Entry long,2025-01-09 23:36,B=1|T=20250110T0436,21291.5,1,425830,-10,0.00,0,0.00,-75,-0.02,70,0.00
201,Exit long,2025-01-09 23:42,X,21295.25,1,425820,85,0.02,105,0.02,-10,0.00,155,0.00
201,Entry long,2025-01-09 23:39,B=0|T=20250110T0439,21291,1,425820,85,0.02,105,0.02,-10,0.00,155,0.00
202,Exit long,2025-01-09 23:45,X,21289,1,425905,-125,-0.03,50,0.01,-175,-0.04,30,0.00
202,Entry long,2025-01-09 23:42,B=1|T=20250110T0442,21295.25,1,425905,-125,-0.03,50,0.01,-175,-0.04,30,0.00
203,Exit long,2025-01-09 23:48,X,21294,1,425780,100,0.02,100,0.02,-25,-0.01,130,0.00
203,Entry long,2025-01-09 23:45,B=0|T=20250110T0445,21289,1,425780,100,0.02,100,0.02,-25,-0.01,130,0.00
204,Exit long,2025-01-10 00:18,X,21302.75,1,425880,175,0.04,385,0.09,-5,0.00,305,0.00
204,Entry long,2025-01-09 23:48,B=1|T=20250110T0448,21294,1,425880,175,0.04,385,0.09,-5,0.00,305,0.00
205,Exit long,2025-01-10 00:21,X,21304.5,1,426055,35,0.01,95,0.02,-50,-0.01,340,0.00
205,Entry long,2025-01-10 00:18,B=0|T=20250110T0518,21302.75,1,426055,35,0.01,95,0.02,-50,-0.01,340,0.00
206,Exit long,2025-01-10 00:42,X,21307,1,426090,50,0.01,480,0.11,-45,-0.01,390,0.00
206,Entry long,2025-01-10 00:21,B=1|T=20250110T0521,21304.5,1,426090,50,0.01,480,0.11,-45,-0.01,390,0.00
207,Exit long,2025-01-10 02:36,X,21291.75,1,426140,-305,-0.07,55,0.01,-1465,-0.34,85,0.00
207,Entry long,2025-01-10 00:42,B=0|T=20250110T0542,21307,1,426140,-305,-0.07,55,0.01,-1465,-0.34,85,0.00
208,Exit long,2025-01-10 02:42,X,21281.75,1,425835,-200,-0.05,10,0.00,-255,-0.06,-115,0.00
208,Entry long,2025-01-10 02:36,B=1|T=20250110T0736,21291.75,1,425835,-200,-0.05,10,0.00,-255,-0.06,-115,0.00
209,Exit long,2025-01-10 03:12,X,21290.25,1,425635,170,0.04,180,0.04,-465,-0.11,55,0.00
209,Entry long,2025-01-10 02:42,B=0|T=20250110T0742,21281.75,1,425635,170,0.04,180,0.04,-465,-0.11,55,0.00
210,Exit long,2025-01-10 03:51,X,21275.5,1,425805,-295,-0.07,185,0.04,-320,-0.08,-240,0.00
210,Entry long,2025-01-10 03:12,B=1|T=20250110T0812,21290.25,1,425805,-295,-0.07,185,0.04,-320,-0.08,-240,0.00
211,Exit long,2025-01-10 03:57,X,21283.25,1,425510,155,0.04,225,0.05,-140,-0.03,-85,0.00
211,Entry long,2025-01-10 03:51,B=0|T=20250110T0851,21275.5,1,425510,155,0.04,225,0.05,-140,-0.03,-85,0.00
212,Exit long,2025-01-10 04:00,X,21274.75,1,425665,-170,-0.04,90,0.02,-175,-0.04,-255,0.00
212,Entry long,2025-01-10 03:57,B=1|T=20250110T0857,21283.25,1,425665,-170,-0.04,90,0.02,-175,-0.04,-255,0.00
213,Exit long,2025-01-10 04:21,X,21284,1,425495,185,0.04,275,0.06,-525,-0.12,-70,0.00
213,Entry long,2025-01-10 04:00,B=0|T=20250110T0900,21274.75,1,425495,185,0.04,275,0.06,-525,-0.12,-70,0.00
214,Exit long,2025-01-10 04:24,X,21273.5,1,425680,-210,-0.05,20,0.00,-210,-0.05,-280,0.00
214,Entry long,2025-01-10 04:21,B=1|T=20250110T0921,21284,1,425680,-210,-0.05,20,0.00,-210,-0.05,-280,0.00
215,Exit long,2025-01-10 04:30,X,21279.25,1,425470,115,0.03,175,0.04,-130,-0.03,-165,0.00
215,Entry long,2025-01-10 04:24,B=0|T=20250110T0924,21273.5,1,425470,115,0.03,175,0.04,-130,-0.03,-165,0.00
216,Exit long,2025-01-10 06:57,X,21316,1,425585,735,0.17,1865,0.44,-360,-0.08,570,0.01
