kind,date,d,s,dur,vol,mult,dir,imp,rel5,r5sign,fwd1m,fwd5m,fwd15m,fwd60m,front,onesided,disp
monster,2021-03-25,48,15569,1,400,31.94,-1,12.04,1.294,-1,3,12.25,42.75,-11.5,,,
monster,2021-03-25,48,17186,1,306,30.57,-1,4.3,0.1429,-1,-0,-9.5,20.25,-111.5,,,
monster,2021-03-25,48,18467,1,439,33.81,1,10.24,4.714,1,19.75,14.75,40.25,60.75,,,
monster,2021-03-25,48,19492,1,272,27.41,1,7.251,2.074,1,6,6.25,30.75,44.75,,,
monster,2021-03-25,48,19770,1,201,25.34,1,1.519,0.4359,1,16.75,34.5,17,18.25,,,
monster,2021-03-25,48,20730,1,370,25.11,1,4.509,1.538,1,-18.25,-14.75,-32.5,,,,
monster,2021-03-26,49,8302,1,481,34.21,-1,5.373,1.614,1,2.5,3,-11.25,-10,,,
monster,2021-03-26,49,9009,1,383,28.3,-1,6.621,0.02703,-1,-1.25,13,7.5,-2,,,
monster,2021-03-26,49,17999,1,447,42.95,-1,7.297,1.358,1,-4.75,1.75,10.75,-87.25,,,
monster,2021-03-26,49,19506,1,586,55.07,1,8.623,5.322,1,12.75,20.25,28.75,116,,,
monster,2021-03-26,49,19783,1,229,28.87,1,3.418,3.797,1,-1.75,4,18.5,146.2,,,
monster,2021-03-29,50,9826,1,362,26.42,-1,10.6,2.023,-1,-3,-3,-6.5,-126.5,,,
monster,2021-03-29,50,11633,1,281,26.16,1,3.448,4,1,9,3.5,38,56.75,,,
monster,2021-03-29,50,13299,1,647,62.61,-1,2.748,0.1905,1,1.5,-0.5,11.25,51.75,,,
monster,2021-03-29,50,16285,1,252,28.66,-1,6.406,2.733,-1,1.75,6.75,10.75,58.5,,,
monster,2021-03-30,51,4505,1,668,34.84,1,7.481,2.288,1,6,7.25,-11.75,38,,,
monster,2021-03-30,51,6262,1,402,26.42,-1,4.297,2.524,1,6.75,8.75,3,25.75,,,
monster,2021-03-30,51,7572,1,687,48.69,-1,8.07,1.302,1,-2.25,-10.5,27.25,36.75,,,
monster,2021-03-30,51,8082,1,450,29.88,-1,0.7251,0.5185,-1,4,7.25,31.75,43,,,
monster,2021-03-30,51,8409,1,386,26.02,-1,2.781,0.8095,-1,17,22.75,38,32.75,,,
monster,2021-03-30,51,14594,1,424,37.66,-1,5.932,0.3704,1,8,3,5.75,13.5,,,
monster,2021-03-30,51,14951,1,400,44.78,-1,4.907,0.6857,1,4,-2.25,-1.25,1.5,,,
monster,2021-03-30,51,15595,1,411,36.78,-1,5.455,0.7525,-1,-2.75,-6.5,17.75,-8.75,,,
monster,2021-03-30,51,18292,1,345,25.32,-1,6.182,1.038,1,-9,-6,-7,-43.25,,,
monster,2021-03-30,51,18422,1,375,28.88,-1,6.826,2.057,1,-2.25,-1.75,-6.25,-36.5,,,
monster,2021-03-30,51,18950,1,394,30.19,-1,5.333,0.3505,-1,4.75,-1,-21.25,-27.5,,,
monster,2021-03-30,51,19430,1,377,28.42,-1,2.609,0.06522,1,0.25,-6.25,-25.25,2,,,
monster,2021-03-30,51,19858,1,331,26.95,1,4.599,1.59,1,-0.75,-2,-3.75,-41.75,,,
monster,2021-03-30,51,21047,1,403,27.06,-1,3.448,0.4615,1,-4.75,-6.75,-12.5,,,,
monster,2021-03-30,51,21197,1,432,32.16,-1,2.437,0.2887,-1,4.75,-1,-13,,,,
monster,2021-03-30,51,21929,1,482,31.87,-1,6.22,0.7805,1,3.25,9.25,10.5,,,,
monster,2021-03-30,51,22218,1,400,25.67,-1,2.442,0.9895,-1,-8.5,-9.5,18,,,,
monster,2021-03-31,52,14456,1,284,31.79,1,2.158,1.477,1,-2.5,-2.5,-25.75,-40.25,,,
monster,2021-03-31,52,18094,1,422,44.54,1,5.138,0.6715,1,1.5,1.25,-15.25,13.25,,,
monster,2021-03-31,52,20933,1,290,26.73,1,6.404,1,1,-6.25,-14.5,-21,,,,
monster,2021-03-31,52,23210,1,903,26.3,-1,13.56,0.9855,-1,18,1.25,,,,,
monster,2021-04-01,53,5515,1,509,26.48,1,6.571,1.247,1,4,5,-20.25,-29.75,,,
monster,2021-04-01,53,5899,1,526,28.29,-1,9.231,1.361,-1,-1,4.5,-1,-0.75,,,
monster,2021-04-01,53,9501,1,414,27.71,-1,3.604,0.5161,1,-6.25,2.5,-6,2.25,,,
monster,2021-04-01,53,9822,1,349,25.47,-1,7.633,0.3696,-1,1.75,4.75,-9,3,,,
monster,2021-04-01,53,10165,1,362,26.11,1,4.082,0.4528,1,8,7.25,13.5,-9.75,,,
monster,2021-04-01,53,14039,1,360,39.45,1,3.664,0.4557,1,0.5,-10,-3.5,13.25,,,
monster,2021-04-05,54,10304,1,515,44.27,1,8.191,1.2,1,9,4.5,13.25,26.25,,,
monster,2021-04-05,54,13646,1,299,26.42,-1,6.087,0.3333,-1,-1,-13.75,-10.5,-32,,,
monster,2021-04-05,54,13830,1,245,27.45,1,4.481,0.8837,1,5.25,0.75,-0.75,21.25,,,
monster,2021-04-05,54,19004,1,364,30.35,-1,4.049,0.3256,-1,4.25,0.5,3.75,21.5,,,
monster,2021-04-06,55,1806,1,589,26.67,-1,2.85,1.757,1,-1.25,-14.5,3,-17,,,
monster,2021-04-06,55,10668,1,285,28.52,-1,4.43,1.132,-1,1,1,-1,65,,,
monster,2021-04-06,55,14157,1,252,32.34,-1,6.829,2.7,-1,-1.5,9.75,-14.75,-44.75,,,
monster,2021-04-07,56,5989,1,396,25.2,-1,3.45,0.3878,1,1.75,0.75,5,23.5,,,
monster,2021-04-07,56,8898,1,429,32.11,-1,7.556,1.352,-1,-13.25,-23.75,-23.25,1.75,,,
monster,2021-04-07,56,12483,1,232,25.4,-1,3.59,0.7941,-1,-0.5,12.25,0.25,-16,,,
monster,2021-04-07,56,16256,1,198,27.15,1,4.267,0.3667,1,-4.25,12.25,32.75,15.5,,,
monster,2021-04-07,56,16838,1,279,29.87,-1,6.022,2.514,1,1.5,-13,-9.5,-0.25,,,
monster,2021-04-07,56,16978,1,287,29.84,1,2.222,2.889,1,-4,7.75,-4.5,-13,,,
monster,2021-04-07,56,17183,1,228,27.01,-1,0.4819,2.667,1,-6,-2.75,10.5,29,,,
monster,2021-04-07,56,19528,1,255,25.37,-1,4.317,0.0339,-1,1,16,10.5,32,,,
monster,2021-04-07,56,21588,1,247,26.21,-1,2.824,4.256,-1,8,1,-5,,,,
monster,2021-04-08,57,7582,1,327,25.06,-1,3.822,0.6122,-1,-4.5,-5.75,-9.75,-11.75,,,
monster,2021-04-08,57,10386,1,346,38.41,-1,6.265,1.451,-1,1.75,-1,-1.5,6,,,
monster,2021-04-08,57,14516,1,302,36.17,1,6.429,0.8302,1,6.5,9,-7.25,19.25,,,
monster,2021-04-09,58,4309,1,543,31.19,-1,5.573,0.07273,-1,-2,6.5,4.5,-17.25,,,
monster,2021-04-09,58,6517,1,396,28.27,-1,5.283,1.5,1,-7.5,-5,3.75,-31.25,,,
monster,2021-04-09,58,8808,1,282,28.56,1,4.655,2.76,1,3.5,3.75,6.25,0.25,,,
monster,2021-04-09,58,15764,1,577,67.88,-1,7.434,0,0,-3.5,3.5,-4.75,8.25,,,
monster,2021-04-09,58,21098,1,254,27.84,-1,1.494,1.45,1,-2.75,-17.75,-35.5,,,,
monster,2021-04-09,58,21539,1,339,27.94,1,4,2.679,1,-1,5.25,10.75,,,,
monster,2021-04-12,59,11010,1,423,37.35,1,7.835,3.023,1,-0.25,6.75,8.25,0,,,
monster,2021-04-12,59,15189,1,205,27.39,-1,1.614,0.7059,-1,3.75,-2.75,3.75,-1.75,,,
monster,2021-04-12,59,16083,1,196,25.43,-1,6.742,0.6316,-1,2.25,2.5,-16.25,6.25,,,
monster,2021-04-12,59,16301,1,227,31.9,-1,6.575,2.593,-1,-11,-13.25,-27.25,-5,,,
monster,2021-04-13,60,7696,1,387,25.66,-1,5.306,2.225,-1,9.25,-13.75,-1.25,-26.5,,,
monster,2021-04-13,60,11041,1,325,33.59,1,5.789,1.368,1,-0.75,-4.5,-0.5,9.25,,,
monster,2021-04-13,60,12840,1,726,62.05,1,17.66,1.812,1,2.25,2.25,14.75,17,,,
monster,2021-04-13,60,13729,1,216,26.08,1,3.333,1.459,1,0,1.5,-0.5,10.5,,,
monster,2021-04-13,60,14910,1,407,36.42,1,5.854,1.464,1,2,3.25,1,15.5,,,
monster,2021-04-13,60,18272,1,637,66.76,1,3.605,1.216,1,2,9.5,6.5,36,,,
monster,2021-04-13,60,18449,1,266,26.87,1,2.113,4,1,-1,-3.5,0.5,23,,,
monster,2021-04-14,61,6869,1,384,25.49,-1,4.762,3.433,-1,6.5,-0.75,-16.75,-38.5,,,
monster,2021-04-14,61,14844,1,252,25.71,-1,1.469,2.526,-1,-1.25,-8,-9.5,22.75,,,
monster,2021-04-14,61,16248,1,817,117,-1,13.82,3.116,-1,26.25,39.5,33,45.5,,,
monster,2021-04-14,61,16632,1,310,27.31,-1,7.876,2.085,-1,13.25,25.25,-14,17.25,,,
monster,2021-04-14,61,16861,1,518,61.42,-1,5.634,2.077,-1,8.25,-19,-44.5,5,,,
monster,2021-04-14,61,17290,1,776,91.29,-1,4.909,6.882,1,3,-21.75,-32.25,-0.75,,,
monster,2021-04-14,61,18079,1,650,68.6,-1,8.458,0.9302,1,-5.25,4.5,-0.75,21.5,,,
monster,2021-04-14,61,19500,1,313,31.14,-1,1.86,4.537,-1,0.75,-3.5,9.25,13.75,,,
monster,2021-04-14,61,20045,1,417,29.35,-1,3.789,2.526,-1,0.5,-19.75,-37.75,,,,
monster,2021-04-14,61,20564,1,351,30.54,-1,2.564,6.364,-1,-5.25,-33,-47,,,,
monster,2021-04-14,61,21965,1,699,44.26,-1,9.58,0.3714,-1,2.25,18.75,35.5,,,,
monster,2021-04-15,62,7412,1,369,25.49,-1,7.031,5,-1,-5.5,-2.25,-4.75,-14.5,,,
monster,2021-04-15,62,9698,1,432,38.86,1,5.687,2.4,1,0.25,2,19,23.5,,,
monster,2021-04-15,62,11722,1,422,51,1,5.455,0.9796,1,3.5,-3,3.5,12.25,,,
monster,2021-04-15,62,12773,1,432,27.6,1,5.286,0.6129,1,-2.5,-10.75,-20,-2.5,,,
monster,2021-04-15,62,13288,1,310,32.89,-1,6.636,2.549,-1,2,3,-18.5,-23.5,,,
monster,2021-04-15,62,13546,1,410,43.62,1,6,0.1818,-1,-6.5,4,15,15,,,
monster,2021-04-15,62,14647,1,338,31.06,1,3.981,1.636,1,-8,-4.25,-4,-17.5,,,
monster,2021-04-15,62,16808,1,559,53.41,-1,8.327,0.05263,-1,3,8.75,4,11,,,
monster,2021-04-15,62,17451,1,534,56.51,-1,6.502,2.4,1,4.5,1.75,-1,20,,,
monster,2021-04-15,62,19152,1,262,27.27,-1,8.145,1.684,-1,0.75,-5.75,-4.75,-30,,,
monster,2021-04-15,62,21289,1,522,44.36,-1,4.55,0.2,-1,-2.25,4.25,-21.5,,,,
monster,2021-04-15,62,21421,1,450,31.07,1,3.011,0.6154,-1,-3.25,-3.75,21.5,,,,
monster,2021-04-15,62,22719,1,424,34.38,1,6.667,2.721,1,-1.5,6.5,,,,,
monster,2021-04-16,63,14075,1,269,25.34,-1,5.053,1.192,-1,-1.75,-3,1.25,-2,,,
monster,2021-04-19,64,6030,1,367,28.07,1,7.798,4.368,1,-3,-17.75,-17.25,-74.5,,,
monster,2021-04-19,64,8432,1,366,28.95,1,9.187,0.2642,1,-6.5,20,-29,-38.75,,,
monster,2021-04-19,64,14102,1,232,25.52,-1,0,1.509,-1,0.5,3,-20.5,-8,,,
monster,2021-04-19,64,14870,1,437,44.25,1,11.57,3.333,1,4.5,5.75,-3.75,-13.5,,,
monster,2021-04-19,64,16142,1,279,34.69,-1,5.549,1.897,-1,4,-6.75,2.25,-9.25,,,
monster,2021-04-19,64,17729,1,226,25.66,1,8.342,3.59,1,2,0,-32.5,-26.25,,,
monster,2021-04-19,64,18838,1,297,27.16,1,8.807,0.4667,1,7.5,5.5,17,12,,,
monster,2021-04-19,64,21852,1,397,25.74,-1,4.39,1.761,-1,-6,-11.25,-21.25,,,,
monster,2021-04-19,64,22012,1,643,40.63,1,8.067,0.2769,-1,3,6,2.25,,,,
monster,2021-04-20,65,4019,1,466,25.41,1,6.383,2.282,-1,2.5,0.25,-43.25,-123,,,
monster,2021-04-20,65,5287,1,574,34.96,1,8.03,0.411,-1,-1.25,-6.5,-1,-37.25,,,
monster,2021-04-20,65,6481,1,486,26.67,-1,5.333,4.462,-1,12.5,24.75,45,-12.5,,,
monster,2021-04-20,65,6710,1,452,31.94,-1,8.036,9.892,-1,-1.5,17.75,14.75,-39.75,,,
monster,2021-04-20,65,8788,1,285,28.57,-1,0.5797,0.8571,1,0.25,4.75,-6,12.75,,,
monster,2021-04-20,65,14026,1,378,40.14,-1,14.51,2.381,-1,-3.75,10.25,-2.75,-29.5,,,
monster,2021-04-20,65,15960,1,680,89.67,1,9.07,1.897,1,-4.75,5.75,5.75,-21.25,,,
monster,2021-04-20,65,18217,1,262,27.92,-1,4.264,1.559,-1,1.75,11,6.25,-22,,,
monster,2021-04-20,65,19851,1,250,29.67,-1,7.416,5.208,-1,-7,-23.25,-36,-63.75,,,
monster,2021-04-20,65,20204,1,381,34.09,1,5.69,5.949,1,-0.5,6.75,3.25,,,,
monster,2021-04-20,65,20801,1,289,28.33,1,6.545,0.7059,1,6.25,-7.75,2.25,,,,
monster,2021-04-21,66,6353,1,473,28.21,1,9.96,5.163,1,3.25,15.25,23.5,36.25,,,
monster,2021-04-21,66,7617,1,678,47.25,1,4.918,2.063,1,-8,-13,-10,-20.75,,,
monster,2021-04-21,66,8841,1,923,58.76,1,7.5,3.154,1,5.5,0.75,-4.25,-22.5,,,
monster,2021-04-21,66,13580,1,306,32.44,-1,1.304,0.6842,1,-1,-6,-2.25,-11.25,,,
monster,2021-04-21,66,16200,1,205,27.95,1,4.337,1.314,1,3.5,10,11.25,-1.25,,,
monster,2021-04-21,66,17808,1,206,25.56,-1,8,1.783,-1,-2.25,-6,-6.75,-13.5,,,
monster,2021-04-21,66,21964,1,567,35.98,1,4.068,2,1,4.75,2,17,,,,
monster,2021-04-22,67,5267,1,490,27.11,-1,8.191,1,-1,-9.25,-10.25,2.75,4.5,,,
monster,2021-04-22,67,9627,1,370,39.36,-1,6.136,3.84,-1,1.5,-0,-28.25,19.5,,,
monster,2021-04-22,67,13095,1,1030,104,-1,19.8,1.84,-1,13.5,94.75,139.2,202.2,,,
monster,2021-04-22,67,13373,1,292,27.55,-1,6.701,14.38,-1,16,6.25,26.75,107.8,,,
monster,2021-04-22,67,13907,1,276,32.19,-1,22.33,7.967,-1,1.75,-30,-47,55.75,,,
monster,2021-04-22,67,15410,1,348,40.7,-1,14.16,9.778,-1,-7.25,13.25,35.25,-19.5,,,
monster,2021-04-22,67,15679,1,297,42.94,-1,13.52,4.143,-1,5,22.5,41.75,-14.25,,,
monster,2021-04-22,67,15895,1,327,40.71,-1,14.69,7.128,-1,3.5,4.5,17.25,-19.25,,,
monster,2021-04-22,67,16222,1,315,42.95,1,20.61,0.3429,-1,-12.75,-44.5,-6.5,16.5,,,
monster,2021-04-22,67,16442,1,361,29.21,1,7.671,0.8214,-1,-9.5,19.75,34,64.25,,,
monster,2021-04-22,67,16643,1,611,52.11,1,16.78,1.373,-1,12.75,18.25,32.75,53,,,
monster,2021-04-22,67,19509,1,251,29.27,-1,10.49,3.643,-1,-0,-14.75,3,14,,,
monster,2021-04-22,67,20452,1,257,26.47,-1,10.46,6.409,-1,-0.25,-7.75,11.5,,,,
monster,2021-04-22,67,21806,1,356,28.39,1,10,3.684,1,-3.25,6.25,14.25,,,,
monster,2021-04-23,68,3956,1,620,28.69,1,9.032,1.811,1,2.75,-2.25,7,51,,,
monster,2021-04-23,68,8369,1,296,25.1,1,6.283,1.964,1,1.75,5,4.75,16,,,
monster,2021-04-23,68,11970,1,510,63.68,1,8.814,4.87,1,4.5,7.5,4.5,12,,,
monster,2021-04-23,68,14948,1,592,61.77,1,8.302,2,1,-2.75,-0.25,-8,-18.75,,,
monster,2021-04-23,68,17491,1,223,28.93,-1,7.5,3.793,-1,-1.75,-6,-9.75,-18.25,,,
monster,2021-04-23,68,19580,1,291,30.55,1,4.242,2.625,1,5.25,0,-7,-20.25,,,
monster,2021-04-23,68,20451,1,290,29.87,1,4.923,0.9091,1,-4,-2.5,8.75,,,,
monster,2021-04-26,69,2973,1,822,33.64,-1,6.923,1.6,-1,-10.25,-15.5,-7.25,-38.25,,,
monster,2021-04-26,69,4982,1,495,28.43,1,5.735,1.769,1,-2,-15.25,-5.75,-4.75,,,
monster,2021-04-26,69,5706,1,407,27.39,1,4.979,2.317,1,-8.5,-6.75,4.25,-7.25,,,
monster,2021-04-26,69,6281,1,476,34.14,1,7.962,2.377,1,-3.25,-3.75,-3.25,-29.5,,,
monster,2021-04-26,69,10530,1,280,31.28,1,5.06,2.6,1,-1.25,-5.75,0,-0.75,,,
monster,2021-04-26,69,15469,1,271,29.64,1,6.545,2.235,1,4,4.5,7.75,28,,,
monster,2021-04-26,69,21063,1,306,31.38,1,4.565,0.8261,1,-3.75,-6,-35.25,,,,
monster,2021-04-26,69,22879,1,626,47.39,-1,10,2.36,-1,-8,-6.5,,,,,
monster,2021-04-27,70,4080,1,619,30.59,-1,7.317,1.661,-1,6.25,19.5,10,-12.25,,,
monster,2021-04-27,70,4320,1,967,37.76,-1,14.84,4.833,-1,-9.75,-19.25,-28.25,-41,,,
monster,2021-04-27,70,9780,1,538,44.37,-1,8.864,2.25,-1,-1,1.75,-8.75,-2.75,,,
monster,2021-04-27,70,10466,1,685,67.16,-1,10.71,0.359,1,-0,-3.75,-3.5,-5.5,,,
monster,2021-04-27,70,12363,1,262,30.03,-1,11.47,5.778,-1,-6,-1.75,-7,-2.25,,,
monster,2021-04-27,70,14721,1,323,32.6,-1,12.86,0.8254,-1,-2.75,-10.25,-4.25,-13.5,,,
monster,2021-04-27,70,15331,1,192,25.26,1,8.511,0.7317,1,0.25,-10,-8.25,-2.75,,,
monster,2021-04-27,70,15529,1,258,31.56,-1,6.234,1.351,-1,0.5,-2.75,12,-2.25,,,
monster,2021-04-27,70,16332,1,485,30.47,-1,6.316,2.973,-1,4.75,5.75,1,-3.5,,,
monster,2021-04-27,70,17685,1,829,105.6,-1,10.76,0.6667,1,-9.75,-13.25,-12.25,-3.25,,,
monster,2021-04-27,70,22716,1,622,50.43,-1,7.539,1.091,-1,-2.5,-7.25,,,,,
monster,2021-04-28,71,4794,1,435,26.01,-1,6.64,1.889,-1,-3.75,-16,-14.75,16,,,
monster,2021-04-28,71,9122,1,449,35.15,-1,11.13,1.154,-1,1.75,-9,-16.75,-34.5,,,
monster,2021-04-28,71,9602,1,434,46.17,1,12.55,3.44,1,-0.75,1,5.75,9.25,,,
monster,2021-04-28,71,10278,1,348,31.23,1,5.818,1.357,1,-3.5,-7.25,-2,4.75,,,
monster,2021-04-28,71,11042,1,515,45.34,1,3.279,2,1,-4.5,-4.5,1.5,8,,,
monster,2021-04-28,71,12133,1,413,45.93,1,8.302,1.795,1,0,-6.25,-2.75,-9.5,,,
monster,2021-04-28,71,16445,1,288,27.89,1,10.79,4.56,1,2.5,-16.5,-17.25,19.25,,,
monster,2021-04-28,71,16570,1,442,47.83,-1,21.3,3.289,1,-1.25,-0.75,2,-23.75,,,
monster,2021-04-28,71,17376,1,420,54.84,-1,13.24,0.9412,1,-9,-10.25,15,-12.75,,,
monster,2021-04-28,71,18606,1,416,74.07,1,5.18,33.54,1,2,11.25,2.25,-29,,,
monster,2021-04-28,71,18855,1,251,34.19,1,3.797,9.182,1,1.75,2.25,-14.25,-39.5,,,
monster,2021-04-28,71,19174,1,629,91.71,-1,26.28,2.421,-1,0.25,2.5,12.25,41.25,,,
monster,2021-04-28,71,20647,1,334,32.85,-1,14.55,12.38,-1,-23.5,-23.75,-34.5,,,,
monster,2021-04-29,72,5089,1,642,33.63,-1,17.35,0.5357,-1,-3,-11.25,-25.75,4.25,,,
monster,2021-04-29,72,6656,1,510,33.61,-1,11.89,3.458,-1,-10.75,-8.5,13.75,86.5,,,
monster,2021-04-29,72,8847,1,397,30.42,-1,10.69,5.182,-1,25,37.25,67.25,12.75,,,
monster,2021-04-29,72,9177,1,416,31.42,-1,14.85,6.138,-1,-4.75,-8,11.25,-36.25,,,
monster,2021-04-29,72,9485,1,358,33.41,-1,13.19,0.6957,-1,7.25,18.5,-5,-39.25,,,
monster,2021-04-29,72,10081,1,365,35.78,-1,6.557,0.5714,1,-3,-21.25,-21.5,-74.75,,,
monster,2021-04-29,72,10733,1,539,55.42,-1,13.09,3.31,-1,-0.5,-12.5,-39.75,-63.75,,,
monster,2021-04-29,72,10879,1,234,31.37,-1,6.462,0.03846,-1,0.5,-21.75,-33.5,-68.75,,,
monster,2021-04-29,72,13083,1,259,29.07,1,13.09,0.8649,1,1,6.5,17.5,38.75,,,
monster,2021-04-29,72,13408,1,367,46.8,1,12.72,1.6,1,5.25,5.25,4.25,37.75,,,
monster,2021-04-29,72,13849,1,258,31.85,1,13.42,1.667,1,-0.75,-3,-3.75,32.5,,,
monster,2021-04-29,72,14321,1,526,64.94,-1,16.36,2.308,-1,-13.75,-12.5,-6.75,-43.75,,,
monster,2021-04-29,72,15749,1,272,35.02,1,8.944,0.8421,1,-2.75,1.5,-3,43.75,,,
monster,2021-04-29,72,16038,1,208,25.34,1,6.713,1.75,1,-3.5,2,-4.25,42.75,,,
monster,2021-04-29,72,17262,1,335,34.96,-1,11.2,4.957,1,2.5,-3.5,-4.5,-28.25,,,
monster,2021-04-29,72,18258,1,318,37.45,1,8.619,1.704,1,5.75,4,22.5,-1.5,,,
monster,2021-04-29,72,18876,1,206,28.06,1,8.354,4.364,1,1,1.5,3.75,-3.5,,,
monster,2021-04-29,72,19033,1,359,33.19,1,7.869,4.121,1,-3.5,-5.75,-6.25,-13.75,,,
monster,2021-04-29,72,21097,1,337,34.56,-1,10.34,2.227,-1,-2.5,5.25,-1.5,,,,
monster,2021-04-30,73,3359,1,530,29.66,1,7.698,3.148,1,-0.5,17.75,4,-39.75,,,
monster,2021-04-30,73,4194,1,699,33.44,-1,7.627,1.13,-1,6.75,8.5,14,41.25,,,
monster,2021-04-30,73,8552,1,367,32.99,1,1.297,0.1154,1,4,12.25,-3,-11.5,,,
monster,2021-04-30,73,11160,1,263,27.21,-1,18.04,1.129,-1,-0.25,10.25,4,-8.5,,,
monster,2021-04-30,73,12472,1,271,30.42,-1,10,4.621,-1,0.25,-13.5,-19.25,38,,,
monster,2021-04-30,73,13393,1,248,31.63,-1,10.77,0.3,-1,4.5,-1.25,-4,36,,,
monster,2021-04-30,73,15564,1,243,32.33,-1,8.889,6.966,-1,3.75,8.25,8.25,-7.5,,,
monster,2021-04-30,73,15853,1,237,33.74,-1,9.851,2.848,-1,5.5,18.5,6,-10.75,,,
monster,2021-04-30,73,16399,1,347,28.58,1,7.333,3.846,1,-1,-6.5,-5.25,19,,,
monster,2021-04-30,73,17521,1,399,45.56,-1,13.25,1.724,-1,-4.25,2,-17.25,7.25,,,
monster,2021-04-30,73,19644,1,238,27.02,1,12.14,1.765,1,-9,-6.75,-22.5,-35,,,
monster,2021-04-30,73,20182,1,320,31.42,-1,10.31,2.348,-1,-7.75,5,16.25,,,,
monster,2021-05-03,74,5105,1,441,26.24,-1,4.878,3.886,-1,5.5,2.5,13.75,63.25,,,
monster,2021-05-03,74,6217,1,779,57,-1,17.89,2.98,-1,19.25,7.5,37.5,7.75,,,
monster,2021-05-03,74,10893,1,373,44.85,-1,19.38,3.077,-1,1,-0.5,14.25,9.5,,,
monster,2021-05-03,74,11824,1,486,48.56,-1,9.689,3.524,-1,-11.5,-8.75,-19.5,-20.25,,,
monster,2021-05-03,74,13961,1,217,27.91,1,11.23,2.316,1,-6.75,-23,-21.75,-1.75,,,
monster,2021-05-03,74,16769,1,364,41.21,-1,9.512,0.878,1,-0,-1.5,-0.5,-2.25,,,
monster,2021-05-03,74,17559,1,493,56.29,-1,11.32,1.63,-1,-1,1,-8.5,7.75,,,
monster,2021-05-03,74,19529,1,227,30.07,-1,10.06,0.5128,-1,-6.25,1.5,1.75,27,,,
monster,2021-05-04,75,295,1,1519,29.11,-1,20.48,,-1,-7.5,-16.75,39.5,113,,,
monster,2021-05-04,75,4448,1,484,25.5,-1,3.78,0.7931,1,-2.5,29,53.25,110.2,,,
monster,2021-05-04,75,4849,1,535,26.41,-1,12.96,5.262,-1,-2.75,7.75,8.25,82.5,,,
monster,2021-05-04,75,7080,1,389,25.15,-1,9.515,1.46,-1,-27.5,-38.25,-10.75,-20.25,,,
monster,2021-05-04,75,7519,1,395,26.2,-1,13.33,0.8571,-1,-1.75,1.25,27,11.75,,,
monster,2021-05-04,75,8114,1,402,31.41,1,8.936,1.682,-1,0.5,-20.75,-21.5,-12.75,,,
monster,2021-05-04,75,8412,1,563,47.38,-1,7.021,2.542,-1,-7,-3.25,-11.5,0.75,,,
monster,2021-05-04,75,8565,1,352,26.77,-1,4.468,2.846,-1,-5,10,-12.25,-19.5,,,
monster,2021-05-04,75,13666,1,411,46.93,-1,8.471,5.652,1,9.25,12.5,11.5,-12.25,,,
monster,2021-05-04,75,14457,1,288,40.28,-1,11.28,0.3636,-1,-0.5,-6.25,8.75,9.25,,,
monster,2021-05-04,75,15483,1,682,73.86,1,32.94,1.641,-1,-21,-18.5,-21.5,33.5,,,
monster,2021-05-04,75,17206,1,749,76.49,1,24.8,6.757,1,-5.75,-9.25,-24,-10.25,,,
monster,2021-05-04,75,17666,1,576,72.68,-1,17.58,0.4167,-1,4.5,16.5,-0,-6.25,,,
monster,2021-05-04,75,17864,1,229,27.18,-1,8.324,3.118,-1,5.25,1.75,-13.5,-13,,,
monster,2021-05-04,75,18040,1,264,33.85,-1,4.167,4.27,-1,-3.5,-17.5,-27.5,-18.75,,,
monster,2021-05-04,75,19076,1,386,42.53,1,10.37,4.424,1,-1.75,2.75,-13,-8.75,,,
monster,2021-05-05,76,11699,1,242,29.82,-1,7.883,6.242,-1,-4.5,-18.25,-5.5,-19.75,,,
monster,2021-05-05,76,14312,1,215,25.54,-1,7.792,0.5128,-1,1,-16,-15,26,,,
monster,2021-05-05,76,15233,1,259,35.4,1,6.358,2.6,1,1.5,3.25,-18,-29,,,
monster,2021-05-05,76,17343,1,510,60,-1,17.96,0.1111,-1,-7.25,-5.75,2.5,52.25,,,
monster,2021-05-05,76,19260,1,233,29.31,1,7.792,3.243,1,4,-4.25,-41.25,-55,,,
monster,2021-05-05,76,20068,1,331,25.19,-1,15.58,5.83,-1,0.75,-2.25,25.25,,,,
monster,2021-05-05,76,22874,1,551,37.55,-1,8.235,1.042,-1,13,3,,,,,
monster,2021-05-06,77,7381,1,456,26.19,-1,6.667,3.217,1,5,-28.25,-58.75,-88.25,,,
monster,2021-05-06,77,10657,1,363,29.41,1,8.675,3.527,1,1.25,10.5,-2.25,-43.75,,,
monster,2021-05-06,77,11250,1,410,30.09,-1,11.69,2.686,-1,-2.5,1.5,0.25,28.5,,,
monster,2021-05-06,77,13611,1,292,31.77,-1,14.91,4.875,-1,-3.75,10.25,6.5,23.25,,,
monster,2021-05-06,77,15901,1,301,37.31,-1,4.027,1.76,-1,0.5,3.5,-6.25,-4,,,
monster,2021-05-06,77,17083,1,327,38.02,-1,25.19,7.103,-1,-16.25,-26.5,-12.5,-22,,,
monster,2021-05-06,77,18053,1,319,39.34,-1,20.55,7.526,-1,-1.5,-0.75,5.75,-56.5,,,
monster,2021-05-06,77,18936,1,261,27.59,-1,11.16,2.353,-1,0.5,-19,-25.25,-76.25,,,
